month_date_yyyymm,postal_code,zip_name,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,median_listing_price_per_square_foot,median_square_feet,average_listing_price,total_listing_count
201706,60608,"chicago, il",325050,83,34.5,60,227.5585314,1275,394199,156
201705,60608,"chicago, il",299550,79,36,52,233.6889114,1200,369145,151
201704,60608,"chicago, il",269050,73,43,56,228.7356322,1200,326317,135
201703,60608,"chicago, il",272550,71,39,28,227.8526646,1165,334299,127
201702,60608,"chicago, il",287300,68,45,32,221.3145945,1165,338791,117
201701,60608,"chicago, il",292300,66,66,36,220.8510638,1163,341667,105
201612,60608,"chicago, il",292500,66,70,12,221.8198029,1181.5,345120,109
201611,60608,"chicago, il",299995,73,60,16,221.84375,1200,347878,119
201610,60608,"chicago, il",324050,80,62,36,221.84375,1200,363251,139
201609,60608,"chicago, il",312550,82,54,20,223.421875,1200,356851,146
201608,60608,"chicago, il",312550,90,44,40,222.3320158,1200,349555,161
201607,60608,"chicago, il",299050,94,45,40,222.3320158,1157,336681,168
202010,60609,"chicago, il",335050,61,38,32,176.0510511,2000,338350,99
202009,60609,"chicago, il",259425,59,26,32,169.7648077,1800,325521,105
202008,60609,"chicago, il",268938,49,45,40,176.0510511,1453,314603,85
202007,60609,"chicago, il",268938,45,33.5,24,174.375,1350,298695,72
202006,60609,"chicago, il",238050,35,37,24,160.765457,1453,251039,62
202005,60609,"chicago, il",238050,32,65,20,169.1923077,1400,254519,55
202004,60609,"chicago, il",240050,30,76,8,170.9294872,1386,261995,53
202003,60609,"chicago, il",247050,33,72.5,12,156.2123987,1393,276874,58
202002,60609,"chicago, il",235050,39,84,12,144.4166667,1240,245892,64
202001,60609,"chicago, il",229950,36,70.5,12,151.51443,1240,247192,65
201912,60609,"chicago, il",227450,44,80,12,154.1388889,1214,239978,70
201911,60609,"chicago, il",199050,53,73,16,150,1200,238049,84
201910,60609,"chicago, il",195050,67,64.5,16,118.0909091,1228,236048,92
201909,60609,"chicago, il",190928.5714,70,53.5,28,141.9553799,1215.5,245815,101
201908,60609,"chicago, il",191378.5714,63,56,16,120.0738095,1324,255195,98
201907,60609,"chicago, il",209500,63,60.5,16,118.2344203,1458.5,267904,103
201906,60609,"chicago, il",230049,64,50,32,166.2393162,1500,275333,112
201905,60609,"chicago, il",259050,71,44.5,28,162.1212121,1520,284424,112
201904,60609,"chicago, il",260478.5714,65,57,24,166.2393162,1582,274675,100
201903,60609,"chicago, il",270478.5714,62,52,24,166.4835165,1582,281247,101
201902,60609,"chicago, il",264550,62,53.5,28,164.7863248,1582,285356,102
201901,60609,"chicago, il",227450,67,74,24,155.2430556,1380.5,261309,96
201812,60609,"chicago, il",209550,71,58,12,146.0365854,1200,244892,105
201811,60609,"chicago, il",210050,72,58,24,152.6879699,1247.5,249604,104
201810,60609,"chicago, il",239050,73,42,32,157.4145299,1322.5,265200,107
201809,60609,"chicago, il",229050,68,43,48,161.6911765,1295,266836,103
201808,60609,"chicago, il",217500,65,55.5,20,162.645149,1200,262811,99
201807,60609,"chicago, il",202050,60,52.5,20,165.5816135,1212.5,253125,99
201806,60609,"chicago, il",219950,63,40,28,160.6060606,1287,258586,103
201805,60609,"chicago, il",229050,57,38,28,152.7227159,1300,263764,93
201804,60609,"chicago, il",250050,55,41.5,32,166.7899647,1500,289602,89
201803,60609,"chicago, il",215050,48,51,24,112.7272727,1325,238863,82
201802,60609,"chicago, il",182750,46,61,16,101.3513514,1215,217724,80
201801,60609,"chicago, il",159950,45,72,16,101.3513514,1275,217686,76
201712,60609,"chicago, il",204950,52,64,16,110.3174603,1563,254056,85
201711,60609,"chicago, il",189950,58,62.5,16,117.3462302,1400,238283,100
201710,60609,"chicago, il",200050,64,58,24,135.6875,1450,250536,104
201709,60609,"chicago, il",208050,68,59,32,127.4509804,1405,243725,106
201708,60609,"chicago, il",207050,74,59.5,24,122.1431159,1335,236277,110
201707,60609,"chicago, il",199050,72,55,24,115.990991,1350,239280,106
201706,60609,"chicago, il",170050,65,68.5,20,106.5333333,1393,231635,105
201705,60609,"chicago, il",197500,64,54,24,115.4810207,1480,241075,108
201704,60609,"chicago, il",229325,68,38,36,135.9090909,1490,253879,101
201703,60609,"chicago, il",197499.5,65,44.5,28,126.3388938,1361,229426,94
201702,60609,"chicago, il",219687,49,54.5,24,139.1987179,1230,242116,90
201701,60609,"chicago, il",169500,47,61,28,127.8886159,1198.5,227907,89
201612,60609,"chicago, il",154950,59,82,16,110.14421,1136,203523,101
201611,60609,"chicago, il",158050,61,67.5,24,103.1128277,1128,207129,102
201610,60609,"chicago, il",154950,66,75,20,113.2142857,1100,211770,101
201609,60609,"chicago, il",150000,59,64.5,12,127.1818182,1181,224442,106
201608,60609,"chicago, il",150000,70,55.5,28,116.6208333,1200,220167,111
201607,60609,"chicago, il",149950,69,54,24,106.0598485,1215,212568,119
202010,60610,"chicago, il",470050,695,52,208,326.9230769,1240,881077,788
202009,60610,"chicago, il",484050,665,43.5,280,331.2229437,1250,856124,774
202008,60610,"chicago, il",525050,595,37,276,334.375,1275,899560,716
202007,60610,"chicago, il",549050,516,35.5,272,345.3092908,1292.5,926780,630
202006,60610,"chicago, il",572050,422,42,224,346.2788597,1300,968199,531
202005,60610,"chicago, il",590050,350,65,144,343.75,1450,1017588,440
202004,60610,"chicago, il",598550,325,55,72,344.3717908,1425,1084314,426
202003,60610,"chicago, il",599000,381,36.5,160,348.3329212,1405,1095388,515
202002,60610,"chicago, il",599950,346,38,180,356,1500,1132309,467
202001,60610,"chicago, il",598550,318,70.5,168,350.5905241,1420,1094889,407
201912,60610,"chicago, il",574938,339,76.5,52,348.4148341,1400,1065210,442
201911,60610,"chicago, il",575050,438,57,104,348.4169697,1450,1058783,529
201910,60610,"chicago, il",572050,484,44.5,168,349.7102273,1432.5,1038663,575
201909,60610,"chicago, il",564144.8571,481,48,196,349.6875,1430,1062451,584
201908,60610,"chicago, il",567144.8571,463,53,184,346.6232287,1430,1089214,581
201907,60610,"chicago, il",567500,457,49,168,346.9424444,1415,1096446,574
201906,60610,"chicago, il",575050,453,44,208,347.2222222,1415,1060372,578
201905,60610,"chicago, il",616950,433,44,196,350.6852941,1518,1087525,570
201904,60610,"chicago, il",552550,421,39.5,168,351.3907248,1343.928571,1112788,548
201903,60610,"chicago, il",570050,393,43,164,344.9159664,1376.428571,1119726,507
201902,60610,"chicago, il",585000,368,43.5,172,341.8390805,1412.5,1158014,458
201901,60610,"chicago, il",547050,338,78,184,333.8062535,1400,1138136,396
201812,60610,"chicago, il",550050,352,75,44,333.2183908,1400,1100470,412
201811,60610,"chicago, il",572550,403,60,108,334.025,1400,1085898,483
201810,60610,"chicago, il",577050,430,49.5,136,331.5340909,1325,1024103,537
201809,60610,"chicago, il",589050,451,47,220,338.8679245,1350,1012443,570
201808,60610,"chicago, il",591050,442,44,164,340.625,1350,1046827,575
201807,60610,"chicago, il",572550,436,42,208,338.0210773,1307.5,1056677,582
201806,60610,"chicago, il",574550,411,39,216,342.8571429,1350,1090958,588
201805,60610,"chicago, il",590050,404,39,208,347.8846154,1400,1133788,589
201804,60610,"chicago, il",555050,401,39.5,228,345.8846154,1292.5,1144554,596
201803,60610,"chicago, il",569050,354,33,184,341.6658333,1300,1187470,538
201802,60610,"chicago, il",597050,287,38.5,196,346.5530303,1350,1246895,443
201801,60610,"chicago, il",600050,260,81.5,128,347.6606628,1375,1343864,377
201712,60610,"chicago, il",629050,298,73,48,345.8213256,1400,1280827,404
201711,60610,"chicago, il",600000,352,59,92,342.8571429,1445,1232137,467
201710,60610,"chicago, il",602300,372,45,128,347.7884615,1455,1183346,487
201709,60610,"chicago, il",599950,351,46,116,349.5670782,1500,1195220,477
201708,60610,"chicago, il",603000,353,47.5,144,349.8333333,1464,1223135,512
201707,60610,"chicago, il",599050,358,52,156,350,1489,1196683,545
201706,60610,"chicago, il",585000,355,45,180,351.6175032,1400,1176946,546
201705,60610,"chicago, il",600050,351,41.5,180,357.3404365,1405,1220395,555
201704,60610,"chicago, il",629050,330,40,176,357.9766537,1500,1331292,559
201703,60610,"chicago, il",625050,320,46.5,164,358.8516746,1500,1320903,519
201702,60610,"chicago, il",646550,302,41,156,355.4134091,1510,1351023,477
201701,60610,"chicago, il",650050,270,76,204,350.35,1520,1397900,411
201612,60610,"chicago, il",549050,251,78.5,20,334.5576923,1477.5,1292700,417
201611,60610,"chicago, il",529950,315,56,100,326.7083333,1362.5,1185865,484
201610,60610,"chicago, il",539950,345,43,136,331.25,1350,1164136,511
201609,60610,"chicago, il",572050,321,46.5,176,338.964891,1420,1201638,501
201608,60610,"chicago, il",595050,276,52.5,116,342.7857143,1531,1271861,492
201607,60610,"chicago, il",549950,284,51,124,338.1818182,1480,1239971,516
202010,60611,"chicago, il",549050,1090,64,216,384.6153846,1350,896895,1194
202009,60611,"chicago, il",548950,1075,50.5,344,386.0176592,1365,911304,1172
202008,60611,"chicago, il",549950,970,45,372,392.8571429,1365,935059,1086
202007,60611,"chicago, il",602050,822,49.5,348,408.4725889,1411.5,998541,946
202006,60611,"chicago, il",627500,740,72,264,413.5306172,1427.5,1015171,837
202005,60611,"chicago, il",625050,621,85,200,418.9473684,1436,1035402,694
202004,60611,"chicago, il",639050,587,69,64,420.6393718,1438,1053610,669
202003,60611,"chicago, il",639500,662,49.5,184,416.1458333,1437.5,1049888,791
202002,60611,"chicago, il",635050,641,63,248,411.8616145,1433,1045837,764
202001,60611,"chicago, il",649494,584,97,188,412.2508526,1450,1035854,665
201912,60611,"chicago, il",648550,640,90.5,68,412.1808072,1450,1088772,732
201911,60611,"chicago, il",635050,716,70,144,412.5,1445,1091676,821
201910,60611,"chicago, il",647050,752,66,208,417.3809524,1450,1091783,873
201909,60611,"chicago, il",639550,772,70.5,252,414.2411226,1434,1080623,914
201908,60611,"chicago, il",627192.8571,771,69,232,412.3194584,1409.857143,1064964,947
201907,60611,"chicago, il",625050,772,63.5,228,412.2807018,1400,1029445,965
201906,60611,"chicago, il",624950,772,58,232,409.5163807,1390,1021224,970
201905,60611,"chicago, il",644500,738,54.5,276,417.0542636,1400,1047473,948
201904,60611,"chicago, il",627335.7143,702,55.5,208,423.4375,1400,1051709,932
201903,60611,"chicago, il",615335.7143,660,53,204,425.8491262,1394.285714,1054626,871
201902,60611,"chicago, il",602550,608,59,220,425,1395,1063787,800
201901,60611,"chicago, il",597050,556,89,260,419.0779497,1357.5,1029600,718
201812,60611,"chicago, il",580050,572,84,92,413.6206897,1314,1016955,722
201811,60611,"chicago, il",592050,665,65.5,140,411.0435838,1319,1008317,817
201810,60611,"chicago, il",595050,698,59,184,410.5263158,1304,990993,855
201809,60611,"chicago, il",597550,695,61,220,416.4616286,1350,1003196,857
201808,60611,"chicago, il",595050,688,65.5,184,416.3131436,1304,988163,865
201807,60611,"chicago, il",595050,685,60.5,224,410.0961538,1323.5,1013871,889
201806,60611,"chicago, il",589950,692,51,248,404.7619048,1293,1032054,910
201805,60611,"chicago, il",595050,672,49,252,401.4784946,1323.5,1065094,901
201804,60611,"chicago, il",599500,644,47,272,403.725994,1400,1087894,877
201803,60611,"chicago, il",622050,608,46,268,409.6774194,1423,1125291,806
201802,60611,"chicago, il",632550,558,56,208,413.3969502,1421.5,1128610,729
201801,60611,"chicago, il",649950,513,90.5,204,421.3239567,1440.5,1178397,649
201712,60611,"chicago, il",630050,538,82,92,422.2222222,1400,1155399,682
201711,60611,"chicago, il",599050,609,70,120,416.5,1387.5,1142244,761
201710,60611,"chicago, il",611950,664,63.5,180,419.499121,1403.5,1140301,840
201709,60611,"chicago, il",635050,651,61,180,434.6103038,1400,1156297,811
201708,60611,"chicago, il",647300,634,63,188,433.2828283,1442.5,1171633,813
201707,60611,"chicago, il",649774,626,60,192,423.7689394,1419,1177772,832
201706,60611,"chicago, il",650050,622,54,220,425,1414.5,1180716,862
201705,60611,"chicago, il",652550,600,57.5,224,428.5947712,1405,1181237,825
201704,60611,"chicago, il",620050,560,57,196,414.6576663,1324,1157569,749
201703,60611,"chicago, il",644050,531,51.5,188,415.7288317,1370,1155877,717
201702,60611,"chicago, il",642050,491,61,188,417.9956897,1400,1194344,647
201701,60611,"chicago, il",635050,462,97,192,410.4735883,1400,1203331,588
201612,60611,"chicago, il",600000,450,96,64,408.5403513,1400,1203915,581
201611,60611,"chicago, il",599549.5,528,73.5,92,407.0938945,1400,1152485,676
201610,60611,"chicago, il",599050,568,66,132,402.2727273,1400,1141009,713
201609,60611,"chicago, il",587050,554,65,176,403.1666667,1382.5,1114176,726
201608,60611,"chicago, il",559000,539,59,180,400.5190311,1357.5,1066411,720
201607,60611,"chicago, il",579550,539,58,160,406.25,1324,1053137,739
202010,60612,"chicago, il",300050,125,31,68,186.2727273,1200,412261,169
202009,60612,"chicago, il",320050,115,25,80,190.1921645,1208,443670,161
202008,60612,"chicago, il",369950,92,30,68,203.7037037,1300,472569,157
202007,60612,"chicago, il",394500,82,32.5,40,204.6920821,1216,508674,150
202006,60612,"chicago, il",382050,75,36,48,187.3088685,1225,468212,129
202005,60612,"chicago, il",369050,76,35,40,190.8333333,1300,475144,124
202004,60612,"chicago, il",340050,80,43.5,48,178.86,1318,461853,132
202003,60612,"chicago, il",387050,77,31.5,40,170.96,1300,482981,143
202002,60612,"chicago, il",350050,81,25,56,176.4676471,1400,486201,125
202001,60612,"chicago, il",344500,65,47,48,186.2940476,1450,460118,100
201912,60612,"chicago, il",399750,67,52,24,196.6717095,1400,492198,110
201911,60612,"chicago, il",374938,84,43,40,191.6058394,1400,481615,125
201910,60612,"chicago, il",364549.5,92,36,52,193.3324236,1356,478802,140
201909,60612,"chicago, il",350764.2857,95,37.5,56,191.9212963,1300,467729,143
201908,60612,"chicago, il",355764.2857,99,43,56,189.1756047,1300,454665,155
201907,60612,"chicago, il",372050,99,37,56,187.5599042,1300,470386,156
201906,60612,"chicago, il",379050,98,33,60,183.3333333,1280,493288,160
201905,60612,"chicago, il",380000,96,38,40,177.8671587,1232,502683,168
201904,60612,"chicago, il",388764.2857,99,29,64,179.7727422,1300,533449,162
201903,60612,"chicago, il",386764.2857,82,29,68,168.5095238,1357.142857,535926,132
201902,60612,"chicago, il",392050,70,42,36,146.2785205,1400,537993,110
201901,60612,"chicago, il",392050,65,69,44,157.8939394,1434,533968,95
201812,60612,"chicago, il",345050,70,74,12,171.92,1368,478874,92
201811,60612,"chicago, il",357550,86,52,16,164.6306818,1352,493454,117
201810,60612,"chicago, il",357550,92,46,40,163.6858974,1300,501621,122
201809,60612,"chicago, il",310050,98,39,44,159.7918638,1200,453256,133
201808,60612,"chicago, il",317550,92,39,40,171.0893417,1300,458260,131
201807,60612,"chicago, il",319050,87,43,52,185.5051692,1349,486752,134
201806,60612,"chicago, il",329050,81,35,44,180.2459016,1400,518515,141
201805,60612,"chicago, il",357800,68,39.5,40,196.1458333,1457,550591,130
201804,60612,"chicago, il",369050,65,39,48,189.2575758,1476,584935,127
201803,60612,"chicago, il",378050,63,31,44,166.6,1452,554095,123
201802,60612,"chicago, il",345050,55,53,44,177.9761905,1531.5,537554,104
201801,60612,"chicago, il",337050,65,73,28,172.2250152,1413.5,487896,103
201712,60612,"chicago, il",329950,71,63,20,174.5447273,1400,478223,118
201711,60612,"chicago, il",312500,92,47,36,155.9182692,1350,460009,142
201710,60612,"chicago, il",347800,99,39.5,32,152.3838767,1350,485395,155
201709,60612,"chicago, il",350050,96,38,44,140,1400,498808,153
201708,60612,"chicago, il",375050,94,41.5,60,143.8062543,1500,526021,157
201707,60612,"chicago, il",369050,85,30,36,145.3333333,1500,537370,157
201706,60612,"chicago, il",357050,66,32,60,133,1353,532315,146
201705,60612,"chicago, il",312500,71,37.5,52,154.6474359,1393,488918,145
201704,60612,"chicago, il",299050,68,40,32,127.92,1300,438832,131
201703,60612,"chicago, il",322000,76,31.5,48,127.92,1309,448567,131
201702,60612,"chicago, il",339050,67,23.5,60,141.7173913,1300,445737,105
201701,60612,"chicago, il",326550,62,51.5,32,152.173913,1250,452942,98
201612,60612,"chicago, il",300000,62,61,12,152.5,1250,417688,101
201611,60612,"chicago, il",290050,74,60,20,145.625,1200,417506,117
201610,60612,"chicago, il",299950,80,44,20,137.0833333,1200,410149,124
201609,60612,"chicago, il",277500,81,47,36,133.0448718,1200,394441,127
201608,60612,"chicago, il",259950,75,46.5,28,123.663522,1200,371581,142
201607,60612,"chicago, il",269950,75,37,36,129.1666667,1200,373999,147
202010,60613,"chicago, il",289050,440,34,204,216.6666667,840,436893,562
202009,60613,"chicago, il",299999.5,423,29.5,276,223.2319529,850,458895,573
202008,60613,"chicago, il",325050,365,26,268,220,850,501520,527
202007,60613,"chicago, il",327550,297,30,204,224.95,875,537205,452
202006,60613,"chicago, il",327550,260,35.5,184,219.3077126,875,559812,397
202005,60613,"chicago, il",314950,230,54,128,223.9910314,900,549858,334
202004,60613,"chicago, il",320000,227,43,80,228.2142857,903,559655,343
202003,60613,"chicago, il",320050,245,29,172,224.8333333,905,548566,392
202002,60613,"chicago, il",324950,215,28,140,231.25,1090,579708,330
202001,60613,"chicago, il",265050,162,51.5,112,225.7693966,900,575371,232
201912,60613,"chicago, il",299750,201,58.5,40,217.8565476,962.5,543296,274
201911,60613,"chicago, il",317550,260,49,88,218.3333333,957,519320,354
201910,60613,"chicago, il",344500,289,32,124,220.2912088,1016,546578,384
201909,60613,"chicago, il",357500,295,37.5,168,223.0921053,1000,548251,387
201908,60613,"chicago, il",367335.7143,278,38,164,224.4360902,1057.142857,565138,403
201907,60613,"chicago, il",367050,278,38.5,128,229.15,1100,573120,432
201906,60613,"chicago, il",375050,294,31,180,228.125,1000,593379,462
201905,60613,"chicago, il",373500,271,30,192,230.1673913,1035,580863,448
